ID_IE,Time_Acrtive_Learn_Students_min,Duration_Lesson_min,Total_No_Students,Work_Shift_G7,Giving_Excercise,How_to_check_solutn__3,Frequency_Suggestion_Clues,Advice_Consultation_Students,How_to_check_solutn__2,Instruction_Try_Wrong_Solutions,Giving_HW,Walk_through_Desks,Homework_Given_G7,HM_Observe,HM_Suggestion,frequency_HW_G7_e,timing_check_HW_G7_e__1,timing_check_HW_G7_e__2,timing_check_HW_G7_e__3,timing_check_HW_G7_e__4,Class_AM_G8_f__1,Class_AM_G8_f__2,Class_AM_G8_f__3,Class_AM_G8_f__4,Class_AM_G8_f__5,Class_AM_G8_f__6,Class_PM_G8_f__1,Class_PM_G8_f__2,Class_PM_G8_f__3,Class_PM_G8_f__4,Class_PM_G8_f__5,Class_PM_G8_f__6,Teaching_Grade_f__1,Teaching_Grade_f__2,Teaching_Grade_f__3,Teaching_Grade_f__4,Teaching_Grade_f__5,Teaching_Grade_f__6,Teaching_Grade_f__7,Teaching_Grade_f__8,Teaching_Grade_f__9,Teaching_other_subject_G7,adjust_delay_class_e__5,Check_annl_plan_e,RP_topics,RP_topics_1_e,RP_topics_2_e,RP_topics_3_e,lesson_text_G7_e__1,lesson_text_G7_e__2,lesson_text_G7_e__3,lesson_text_G7_e__4,lesson_text_G7_e__5,lesson_text_G7_e__6,use_text_plan_e__1,use_text_plan_e__2,use_text_plan_e__3,use_text_plan_e__4,use_text_plan_e__5,use_text_plan_e__6,Multigrade_G7,Topic_suggest_HM_e__1,Topic_suggest_HM_e__2,Topic_suggest_HM_e__3,Topic_suggest_HM_e__4,Topic_suggest_HM_e__5,Topic_suggest_HM_e__6,Usage_Teachers_Guide_G7,Teacher_Guide_by_JICA_G7,Grade,department,urban.rural,treatment,treatment_d,Teacher_Age,Teacher_Sex,Ttl_teaching_periods,Teaching_Grade,Year_Start_teach,Long_leave,duration_leave_yrs,Academic_History,Academic_History_Others,Highest_Degree_highschool,Highest_Degree_professorate,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_other,Teachr_Qualification__1,Teachr_Qualification__2,Teachr_Qualification__3,Teachr_Qualification__4,Teachr_Qualification__5,Teachr_Qualification__6,Teachr_Qualification__7,Teachr_Qualification__8,Teachr_Apontmt_Post__1,Teachr_Apontmt_Post__2,Teachr_Apontmt_Post__3,Teachr_Apontmt_Post__4,solve_quetn_tchr_frq_e,Anlnl_Plan_e,RP_Participate,RP_Frequency,No_Students_F_G7,No_Students_M_G7,No_Students_Ttl_G7,Confirmation_HW,Review_HW,Excercise_Oral_Written,How_to_check_solutn__1,How_to_check_solutn__4,How_to_check_solutn__5,How_to_check_solutn__6,How_to_check_solutn__7,Giving_Correct_Answer,Time_Active_Learning_min,Year_Start_teach_r,HM_Sex_e2,HM_Age_e2,Year_HM_ttl_e2,Year_HM_this_school_e2,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1_e2,HM_Teacher_Title__2_e2,HM_Teacher_Title__3_e2,HM_Degree_Teacher__1_e2,HM_Degree_Teacher__2_e2,HM_Degree_Teacher__3_e2,HM_Degree_Teacher__4_e2,HM_Degree_Teacher__5_e2,HM_Degree_Teacher__6_e2,HM_Degree_Teacher__7_e2,HM_Degree_Teacher__8_e2,Number_G2_Students_AM_r,Number_G7_Students_AM_r,Number_G2_Students_PM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Grade_Observed_f_g7,Grade_Observed_f_g8,Grade_Observed_f_g9,timing_end,timing_fus,treatment_2018,treatment_2019,Percentage_Time_Active_Learn_Students_min,Multigrade_G7_2018,Multigrade_G7_2019,Total_No_Students_2018,Total_No_Students_2019
580537,8,35,7,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,NA,NA,NA,NA,1,0,0,1,0,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,44,1,31,0,1996,1,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1,4,4,7,11,2,2,2,0,1,0,1,0,1,6,23,0,36,0,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,11,92,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,22.86,0,0,0,7
611414,12,45,20,2,1,1,1,0,0,0,0,1,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,7,SAN VICENTE,Rural,Control,0,35,0,5,0,2008,1,1,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,6,14,20,2,2,2,0,0,1,0,0,1,4,10,0,49,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,25,0,0,20,187,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.67,0,0,20,0
609046,4,45,12,2,1,0,0,0,1,0,0,0,3,4,2,3,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,7,SAN VICENTE,Rural,Control,0,41,1,25,0,2007,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,2,14,7,21,2,2,2,0,0,1,0,0,1,1,12,1,67,17,17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,43,0,0,44,366,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,8.89,0,0,0,12
609046,5,45,7,2,1,1,0,0,0,0,0,1,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,7,SAN VICENTE,Rural,Control,0,41,1,25,0,2007,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,2,14,7,21,2,2,2,0,0,1,0,0,1,1,12,1,67,17,17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,43,0,0,44,366,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,11.11,0,0,7,0
605602,5,45,28,1,1,1,1,1,1,1,0,1,4,3,4,3,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,1,0,0,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,7,SAN VICENTE,Urbana,Control,0,57,1,5,0,1978,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,20,9,29,2,2,2,0,0,1,1,1,1,9,41,1,52,22,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,50,50,14,14,473,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,11.11,0,0,0,28
605602,12,48,28,1,1,1,1,1,1,1,1,1,4,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,7,SAN VICENTE,Urbana,Control,0,57,1,5,0,1978,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,20,9,29,2,2,2,0,0,1,1,1,1,9,41,1,52,22,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,50,50,14,14,473,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,25,0,0,28,0
583941,3,45,20,1,1,1,1,1,1,1,0,1,3,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,NA,NA,0,1,0,0,1,1,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,49,0,50,0,1992,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,12,18,30,1,2,2,0,0,1,1,1,1,4,27,1,47,18,18,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,31,15,0,168,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,6.67,0,0,20,0
583941,9,45,24,1,1,1,1,1,1,0,0,1,4,1,1,3,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,1,3,1,1,2,2,0,1,1,0,1,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,49,0,50,0,1992,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,12,18,30,1,2,2,0,0,1,1,1,1,4,27,1,47,18,18,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,31,15,0,168,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,20,0,0,0,24
615170,5,45,6,1,1,0,0,0,1,0,1,1,4,5,4,3,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,7,SAN VICENTE,Rural,Control,0,33,1,25,0,2015,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,8,3,11,2,2,1,0,0,0,0,0,2,1,4,1,47,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,18,0,133,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,11.11,0,0,0,6
615170,6,44,9,1,1,1,1,1,1,1,1,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,7,SAN VICENTE,Rural,Control,0,33,1,25,0,2015,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,8,3,11,2,2,1,0,0,0,0,0,2,1,4,1,47,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13,18,0,133,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.64,0,0,9,0
607389,4,45,32,1,1,0,1,1,0,1,1,1,4,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Urbana,Control,0,37,0,25,0,2003,1,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,3,16,19,35,2,2,2,0,0,1,1,1,1,6,16,1,57,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,25,76,19,0,517,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,8.89,0,0,32,0
607389,17,45,35,1,1,1,1,1,1,1,1,1,4,2,1,3,0,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,3,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Urbana,Control,0,37,0,25,0,2003,1,0,3,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,1,1,3,16,19,35,2,2,2,0,0,1,1,1,1,6,16,1,46,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25,76,19,0,517,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,37.78,0,0,0,35
579464,5,40,22,1,1,1,0,0,0,0,0,1,3,1,1,3,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Urbana,Treatment,1,50,1,5,0,1997,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,2,18,9,27,2,2,2,0,0,1,0,1,1,5,22,0,52,6,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28,26,0,0,197,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,12.5,0,0,0,22
579464,5,45,17,1,1,0,1,0,0,1,1,1,4,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Urbana,Treatment,1,50,1,5,0,1997,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,2,18,9,27,2,2,2,0,0,1,0,1,1,5,22,0,52,6,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,28,26,0,0,197,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.11,0,0,17,0
609037,4,45,9,2,1,1,0,0,0,0,0,1,4,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,NA,NA,0,0,1,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Control,0,41,1,25,0,1999,2,0,3,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,1,1,1,14,9,23,2,2,2,0,0,1,0,0,1,6,20,1,51,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,22,0,0,20,196,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,8.89,0,0,9,0
584597,4,72,12,2,1,1,1,0,1,1,1,1,4,4,4,2,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,3,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,7,SAN VICENTE,Rural,Treatment,1,42,0,10,0,2000,2,0,3,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,2,5,12,17,2,2,2,0,0,1,0,1,1,22,19,1,47,5,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,17,110,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5.56,0,0,0,12
584597,3,46,13,2,1,0,1,0,0,0,0,1,4,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,7,SAN VICENTE,Rural,Treatment,1,42,0,10,0,2000,2,0,3,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,2,5,12,17,2,2,2,0,0,1,0,1,1,22,19,1,47,5,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,17,110,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.52,0,0,13,0
585491,9,60,25,1,1,1,1,1,1,1,1,1,4,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,2,NA,7,SAN VICENTE,Rural,Treatment,1,49,0,25,0,1989,2,0,3,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,6,19,25,2,2,2,0,0,1,1,1,1,8,30,0,49,5,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,25,31,0,0,270,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,1,0,25,0
585491,9,45,16,1,1,1,1,1,1,1,1,1,3,4,1,3,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,49,0,25,0,1989,2,0,3,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,6,19,25,2,2,2,0,0,1,1,1,1,8,30,0,49,5,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,25,31,0,0,270,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,20,0,0,0,16
609521,7,45,32,1,1,0,1,1,1,1,0,1,4,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Urbana,Control,0,54,1,25,0,1989,1,5,3,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,17,22,39,2,2,2,0,0,1,0,1,1,1,25,1,48,18,18,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31,42,0,0,267,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,15.56,0,0,32,0
609521,12,45,17,1,1,1,1,1,1,1,1,1,4,1,3,2,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,7,SAN VICENTE,Urbana,Control,0,54,1,25,0,1989,1,5,3,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,17,22,39,2,2,2,0,0,1,0,1,1,1,25,1,39,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,31,42,0,0,267,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,26.67,0,0,0,17
580253,13,75,31,1,1,1,1,0,1,1,0,1,3,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,7,SAN VICENTE,Urbana,Treatment,1,46,0,5,0,1996,1,4,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,16,15,31,2,2,1,0,0,0,0,0,1,8,19,1,43,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,44,38,0,0,394,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,17.33,0,0,31,0
580253,20,45,34,1,1,1,1,1,1,1,0,1,4,3,4,3,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,7,SAN VICENTE,Urbana,Treatment,1,46,0,5,0,1996,1,4,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,2,16,15,31,2,2,1,0,0,0,0,0,1,8,19,1,43,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,44,38,0,0,394,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,44.44,0,0,0,34
583915,8,45,23,2,1,1,1,0,0,1,0,0,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,7,SAN VICENTE,Rural,Treatment,1,40,0,10,0,1999,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,4,9,15,24,1,2,2,0,0,0,1,1,2,3,20,1,51,6,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,28,0,0,22,185,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17.78,0,0,23,0
583915,9,45,21,2,1,1,1,1,1,1,1,1,4,3,4,2,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,7,SAN VICENTE,Rural,Treatment,1,40,0,10,0,1999,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,4,9,15,24,1,2,2,0,0,0,1,1,2,3,20,1,51,6,6,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,28,0,0,22,185,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,20,0,0,0,21
613218,1,45,14,1,1,1,1,0,0,1,0,1,3,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,SAN VICENTE,Rural,Control,0,24,0,5,0,2016,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,13,5,18,2,2,1,0,0,0,0,1,1,5,3,0,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,25,73,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.22,0,0,14,0
581690,18,40,22,1,1,1,1,1,0,1,0,1,4,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,7,SAN VICENTE,Urbana,Treatment,1,47,1,25,0,1996,1,3,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,2,13,10,23,2,2,2,0,0,0,1,0,1,10,20,1,49,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,35,48,0,0,392,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45,1,0,22,0
586187,4,45,21,1,1,1,1,1,1,1,0,1,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,56,1,25,0,1982,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,3,14,10,24,1,1,1,0,1,0,0,0,1,4,37,1,54,7,7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,27,22,11,238,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,8.89,0,0,21,0
586187,12,45,17,1,1,1,1,1,1,0,0,1,3,3,1,3,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,2,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,7,SAN VICENTE,Rural,Treatment,1,56,1,25,0,1982,2,0,2,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,3,14,10,24,1,1,1,0,1,0,0,0,1,4,37,1,54,7,7,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,27,22,11,238,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,26.67,0,0,0,17
583749,7,45,9,NA,1,1,1,1,0,1,1,1,3,5,1,3,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,7,SAN VICENTE,Rural,Treatment,1,48,0,25,0,1990,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,6,8,14,2,2,2,0,1,0,1,1,2,5,29,0,55,20,20,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,14,130,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,15.56,0,0,0,9
